cbsa_title,DMA,outbound,inbound,netgain,pct_inbound
"Torrington, CT",NA,66364,68943,2579,0.5095301795176894
"Traverse City, MI",NA,84265,78954,-5311,0.4837304480483277
"Trenton-Princeton, NJ",PHILADELPHIA,119782,113666,-6116,0.48690072307323257
"Troy, AL",NA,12486,10772,-1714,0.46315246366841517
"Truckee-Grass Valley, CA",NA,40744,42593,1849,0.511093511885477
"Tucson, AZ",NA,534835,544238,9403,0.5043569804823214
"Tullahoma-Manchester, TN",NA,38929,39978,1049,0.5066470655328424
"Tulsa, OK",NA,403853,390312,-13541,0.4914746935460515
"Tupelo, MS",NA,54939,50524,-4415,0.4790684884746309
"Tuscaloosa, AL",NA,81784,74668,-7116,0.47725820059826657
"Twin Falls, ID",NA,48743,46473,-2270,0.48807973449840364
"Tyler, TX",NA,86131,86924,793,0.5022911791049088
"Ukiah, CA",SAN FRANCISCO,30066,24823,-5243,0.45223997522272225
"Union City, TN",NA,11910,10756,-1154,0.4745433689226154
"Union, SC",NA,7715,7184,-531,0.48218001208134775
"Urban Honolulu, HI",NA,411222,346075,-65147,0.4569871529928152
"Urbana, OH",NA,11658,11704,46,0.5009845047513055
"Utica-Rome, NY",NA,114752,104272,-10480,0.4760756812038863
"Uvalde, TX",NA,7793,6647,-1146,0.4603185595567867
"Valdosta, GA",NA,58728,57019,-1709,0.49261751924455927
"Vallejo, CA",SAN FRANCISCO,157963,150706,-7257,0.4882446892950053
"Van Wert, OH",NA,8024,7435,-589,0.48094960864221487
"Vermillion, SD",NA,8030,5688,-2342,0.4146377022889634
"Vernal, UT",NA,12633,12556,-77,0.49847155504386836
"Vernon, TX",NA,5141,4407,-734,0.46156263091746963
"Vicksburg, MS",NA,14385,13363,-1022,0.4815842583249243
"Victoria, TX",NA,34538,31739,-2799,0.47888407743259354
"Vidalia, GA",NA,12633,11039,-1594,0.466331530922609
"Vincennes, IN",NA,17812,15586,-2226,0.4666746511767172
"Vineland-Bridgeton, NJ",PHILADELPHIA,43179,40206,-2973,0.48217305270732147
"Vineyard Haven, MA",NA,11648,12244,596,0.5124727942407501
"Virginia Beach-Norfolk-Newport News, VA-NC",NA,795191,765920,-29271,0.49062494595195344
"Visalia, CA",FRESNO,119946,113975,-5971,0.4872371441640554
"Wabash, IN",NA,10257,9881,-376,0.49066441553282353
"Waco, TX",NA,106063,99510,-6553,0.48406162287849086
"Wahpeton, ND-MN",NA,7559,6179,-1380,0.44977434852234677
"Walla Walla, WA",NA,23836,22437,-1399,0.48488319322282974
"Wapakoneta, OH",NA,13714,12832,-882,0.48338732765765086
"Warner Robins, GA",NA,73195,76656,3461,0.5115481378168981
"Warren, PA",NA,13341,11931,-1410,0.47210351377018045
"Warrensburg, MO",NA,25102,22750,-2352,0.4754242246928028
"Warsaw, IN",NA,34189,31632,-2557,0.4805761079290804
"Washington Court House, OH",NA,10709,10484,-225,0.4946916434671826
"Washington-Arlington-Alexandria, DC-VA-MD-WV",NA,2752313,2594383,-157930,0.4852310660639767
"Washington, IN",NA,12043,9824,-2219,0.44926144418530206
"Washington, NC",NA,13388,14389,1001,0.5180185045181265
"Waterloo-Cedar Falls, IA",NA,80234,68117,-12117,0.4591610437408578
"Watertown-Fort Atkinson, WI",NA,30874,28198,-2676,0.4773496749729144
"Watertown-Fort Drum, NY",NA,80133,62770,-17363,0.43924900107065634
"Watertown, SD",NA,15536,12904,-2632,0.4537271448663854
"Wauchula, FL",NA,10089,10707,618,0.5148586266589729
"Wausau-Weston, WI",NA,65000,58594,-6406,0.47408450248393935
"Waycross, GA",NA,21351,19911,-1440,0.48255053075468957
"Weatherford, OK",NA,13985,10396,-3589,0.42639760469217836
"Weirton-Steubenville, WV-OH",NA,37198,33151,-4047,0.4712362649078167
"Wenatchee, WA",NA,44032,44208,176,0.500997280145059
"West Plains, MO",NA,19873,18781,-1092,0.4858746830858385
"West Point, MS",NA,4768,4519,-249,0.48659416388500054
"Wheeling, WV-OH",NA,44207,39916,-4291,0.4744956789463048
"Whitewater, WI",NA,49332,42908,-6424,0.46517779705117085
"Wichita Falls, TX",NA,113965,61659,-52306,0.3510852730834055
"Wichita, KS",NA,353070,285803,-67267,0.4473549516101009
"Williamsport, PA",NA,44017,41975,-2042,0.4881268024932552
"Williston, ND",NA,31624,22032,-9592,0.4106157745638885
"Willmar, MN",NA,19740,17823,-1917,0.4744828687804488
"Wilmington, NC",NA,138396,141550,3154,0.5056332292656441
"Wilmington, OH",NA,15237,14861,-376,0.49375373778988635
"Wilson, NC",RALEIGH,24224,23819,-405,0.49578502591428514
"Winchester, VA-WV",NA,51750,51763,13,0.5000627940451924
"Winfield, KS",NA,16330,13810,-2520,0.4581950895819509
"Winnemucca, NV",NA,9059,7407,-1652,0.44983602575003034
"Winona, MN",NA,18975,16058,-2917,0.4583678246224988
"Winston-Salem, NC",NA,231709,231591,-118,0.49987265270882797
"Wisconsin Rapids-Marshfield, WI",NA,31024,27455,-3569,0.46948477231142804
"Woodward, OK",NA,9940,7456,-2484,0.42860427684525176
"Wooster, OH",NA,37164,34127,-3037,0.4786999761540727
"Worcester, MA-CT",NA,379774,359073,-20701,0.48599101031742703
"Worthington, MN",NA,7425,5333,-2092,0.4180122276218843
"Yakima, WA",NA,80349,69289,-11060,0.4630441465403173
"Yankton, SD",NA,11410,9538,-1872,0.4553179301126599
"York-Hanover, PA",NA,167135,161644,-5491,0.491649405831881
"Youngstown-Warren-Boardman, OH-PA",NA,198647,181944,-16703,0.4780564963438442
"Yuba City, CA",NA,60249,58966,-1283,0.49461896573417774
"Yuma, AZ",NA,83471,101375,17904,0.5484295034785713
"Zanesville, OH",NA,33720,31925,-1795,0.48632797623581386
"Zapata, TX",NA,1454,1624,170,0.5276153346328785
NA,NA,6153153,5823978,-329175,0.4862581865389967
